journal_id,user_id,text_jurnal,text_clean,timestamp,label_emosi,label_encoded
fd967dd7,503,"wkwk kasian yg pendek selalu jd korban btw aku open jasa hapus akun tanpa email dan pass, bayar setelah acc terhapus", kasian yang pendek selalu jd korban btw aku open jasa hapus akun tanpa email dan pass bayar setelah acc terhapus,2026-02-03 11:43:58.426638,Neutral,4
fdfe3b9f,376,"tempel stiker di kaca belakang mobil boleh saja, asal jangan penuh",tempel stiker di kaca belakang mobil boleh saja asal jangan penuh,2026-02-03 12:18:24.426638,Neutral,4
d5d3e771,617,gw takut bgt kaoru ngentott,saya takut banget kaoru ngentott,2026-02-03 12:28:50.426638,Fear,1
6930c0de,120,barca udh mulai negosiasi brng araujo blm sih jgn smpe blunder bkin araujo kecewa,barca sudah mulai negosiasi brng araujo belum sih jgn smpe blunder bkin araujo kecewa,2026-02-03 12:44:18.426638,Sadness,5
ceeddd60,343,"Rame bener ya org22, padahal mo twitter kayak apa, instagram kayak apa, ya kita mah begini begini aja yakan kayak rakyat gitu biasa yg pada umumnya, standar aja gitu.",rame bener ya org padahal mo twitter seperti apa instagram seperti apa ya kita mah begini begini saja yakan seperti rakyat gitu biasa yang pada umumnya standar saja gitu,2026-02-03 13:03:29.426638,Sadness,5
16d3664f,404,kalo suka yang tema kerajaan harus banget baca arus balik sama arok dedes sih,kalo suka yang tema kerajaan harus banget baca arus balik sama arok dedes sih,2026-02-03 13:14:38.426638,Neutral,4
2097910a,629,justru aku bangga terus pamer ke temen2 yg suka 1d kalo di mvnya ada bap,justru aku bangga terus pamer ke temen yang suka d kalo di mvnya ada bap,2026-02-03 13:52:13.426638,Joy,2
2943c77a,274,Cuma ada aja manusia yang nggak ngerti posisi si panitia tersebut. Dengan seenaknya minta ganti tempat hanya gegara maksimal nongkrong adalah 3 jam. 3 jam masih kurang? Ebuset wkakaka,cuma ada saja manusia yang tidak ngerti posisi si panitia tersebut dengan seenaknya minta ganti tempat hanya gegara maksimal nongkrong adalah jam jam masih kurang ebuset wkakaka,2026-02-03 13:54:54.426638,Anger,0
ab1c9ea5,779,[USERNAME] Blm tentu yg bilang gitu kerja nya bener. Mending disebut plenga plengo tapi kerja nyata hasil banyak drpd banyak nyinyir hasil nol besar. Sukses selalu untuk pakde [USERNAME] dan para pendukungnya,belum tentu yang bilang gitu kerja nya bener mending disebut plenga plengo tapi kerja nyata hasil banyak drpd banyak nyinyir hasil nol besar sukses selalu untuk pakde dan para pendukungnya,2026-02-03 13:55:53.426638,Anger,0
718387b1,86,"yash, seneng banget hari ini dapet kabar jimin sembuh! i vote for for at the 2022",yash senang banget hari ini dapet kabar jimin sembuh i vote for for at the,2026-02-03 14:09:14.426638,Joy,2
3f303ae7,855,"Sedih bny penulisan resep yg tidak baku sdm, sdt, ruas, sejumput, secukupnya, even biji/buah termasuk tidak baku :(",sedih bny penulisan resep yang tidak baku sdm sdt ruas sejumput secukupnya even bijibuah termasuk tidak baku,2026-02-03 14:31:33.426638,Sadness,5
1c8e23c8,148,YAAALLAH AKU BANGET!!! auto merepet repet ibu ku kesal,yaallah aku banget auto merepet repet ibu ku kesal,2026-02-03 14:36:35.426638,Joy,2
58d3dc1a,324,"dulu suka bgt, ke pasar apalagi, dijajanin dawet, cenil, pecel, jamu dan banyak lagi jajanan pasar.. kangenn banget.. kangeeeenn.. sekarang udh gapunya mbah putri .. swargi langgeng mbah",dulu suka banget ke pasar apalagi dijajanin dawet cenil pecel jamu dan banyak lagi jajanan pasar kangenn banget kangeenn sekarang sudah gapunya mbah putri swargi langgeng mbah,2026-02-03 15:01:34.426638,Sadness,5
a2db03c0,30,[USERNAME] Meskipun syarat ke dua adalah bucin baejin tapi ku sayang wanna one siapapun membernya dan berjanji tidak pernah akan membuang barang barang apapun tentang wanna one [URL],meskipun syarat ke dua adalah bucin baejin tapi ku sayang wanna one siapapun membernya dan berjanji tidak pernah akan membuang barang barang apapun tentang wanna one,2026-02-03 15:10:18.426638,Love,3
2daae971,869,"dengan senang hati & terima kasih konfirmasinya. jika kamu membutuhkan informasi, jangan sungkan untuk chat kami kembali ya atau kamu jg bs mendapatkan informasi melalui help center via aplikasi ataupun website have a nice day. terima kasih by ts",dengan senang hati terima kasih konfirmasinya jika kamu membutuhkan informasi jangan sungkan untuk chat kami kembali ya atau kamu juga bs mendapatkan informasi melalui help center via aplikasi ataupun website have a nice day terima kasih by ts,2026-02-03 15:22:35.426638,Neutral,4
f7738d2f,20,"Ikhlas itu berat, berat banget. Namun dengan tidak ikhlas kita malah akan disesaki oleh hal-hal yang tidak jelas, kita malah akan mengabaikan hal-hal baik yang seharusnya kita dapatkan. Kita malah tidak melihat hal-hal menarik yg seharusnya kita temukan, kami masih diam.",ikhlas itu berat berat banget namun dengan tidak ikhlas kita malah akan disesaki oleh halhal yang tidak jelas kita malah akan mengabaikan halhal baik yang seharusnya kita dapatkan kita malah tidak melihat halhal menarik yang seharusnya kita temukan kami masih diam,2026-02-03 15:47:25.426638,Sadness,5
f896d730,565,"demi allah kaget, yaampun. peluk cium muah love youuuu",demi allah kaget yaampun peluk cium muah love youu,2026-02-03 15:53:09.426638,Love,3
b418bbd6,674,diaku ngga bgt jerawat makin meradang sampe sekarang on off mulu sedih bgt aku:),diaku tidak banget jerawat makin meradang sampe sekarang on off mulu sedih banget aku,2026-02-03 16:00:30.426638,Sadness,5
4686ff62,62,"LIFE IS LIKE A PHONE CALL WITH A LOVED ONE. WHEN IT IS CUT SHORT, WE REALIZE HOW MUCH OF IT WE HAVE WASTED - KLBSEAGUL (Hidup itu ibarat telepon dari sang kekasih. Ketika terputus tiba-tiba, kita sadar berapa banyak waktu yang telah disia-siakan)",life is like a phone call with a loved one when it is cut short we realize how much of it we have wasted klbseagul hidup itu ibarat telepon dari sang kekasih ketika terputus tibatiba kita sadar berapa banyak waktu yang telah disiasiakan,2026-02-03 16:18:15.426638,Sadness,5
e370a2d2,357,Dan twitter pun menjadi pelarian dari sosmed lain karena curhat di sosmed lain ga sebebas curhat di sini.... .... .... .... termasuk saya ahahahahahhaha,dan twitter pun menjadi pelarian dari sosmed lain karena curhat di sosmed lain tidak sebebas curhat di sini termasuk saya ahahahahahhaha,2026-02-03 16:19:37.426638,Joy,2
0dead752,108,"mu third last nike size xl, excellent, ada beberapa bobles, 500k saja untuk detail silahkan wa 08225892827",mu third last nike size xl excellent ada beberapa bobles k saja untuk detail silahkan wa,2026-02-03 16:21:26.426638,Neutral,4
c40a5218,768,"Nyari capung bareng temen pakai sapu. Dapat capung, capungnya ditusukkan ke lidi. Lalu dibakar rame rame dan dimakan. Katanya bikin sehat #OldMoneyGakNgerasain",nyari capung bareng temen pakai sapu dapat capung capungnya ditusukkan ke lidi lalu dibakar rame rame dan dimakan katanya bikin sehat oldmoneygakngerasain,2026-02-03 16:21:53.426638,Joy,2
5481d763,755,"teh godhong kupu aq udah jadi satu teko gitu biasanya buat 1 hari, 3x minum.. rasanya kaya air cincau gt.. kalo yg suka manis bisa si kasih madu dll, tp aku lebih suka kasih garem dikit (sea salt aq abis jd pake himalaya) enak gt rasanya ada hint manis dari daunnya, seger!",teh godhong kupu aq sudah jadi satu teko gitu biasanya untuk hari x minum rasanya kaya air cincau gt kalo yang suka manis bisa si kasih madu dll tapi aku lebih suka kasih garem dikit sea salt aq abis jd pake himalaya enak gt rasanya ada hint manis dari daunnya seger,2026-02-03 16:57:46.426638,Joy,2
4f417ccc,480,"Akhirnya jamaahnya tercuci otak, seakan-akan memilih paslon pilkada itu karena kewajiban dari imam besarnya. Bagi mereka program paslon ga penting, yg penting takbir terus milih.",akhirnya jamaahnya tercuci otak seakanakan memilih paslon pilkada itu karena kewajiban dari imam besarnya bagi mereka program paslon tidak penting yang penting takbir terus milih,2026-02-03 17:14:54.426638,Anger,0
7a04cc79,324,"Anak zaman now lulusan aja pake toga segala un di aula2 mahal, lah kita dulu lulus sd paling banter perpisahan ke cibodas or anyer naek bis..",anak zaman now lulusan saja pake toga segala un di aula mahal lah kita dulu lulus sd paling banter perpisahan ke cibodas or anyer naek bis,2026-02-03 17:21:27.426638,Sadness,5
c0f1b1b9,732,sedih bngett liat xiaojun minta maaf krena wayv blm bisa cb,sedih bngett liat xiaojun minta maaf krena wayv belum bisa cb,2026-02-03 17:25:22.426638,Sadness,5
3b1d1c80,235,"Saat kita membenci sesuatu dg berlebihan dan menghasut orang lain ikut membenci apa yg kita benci, maka kelar sudah hidup kita. Terputus tali rezeki dan bersiap kematian dg penyakit hati & fisik menggerogoti diri",saat kita membenci sesuatu dengan berlebihan dan menghasut orang lain ikut membenci apa yang kita benci maka kelar sudah hidup kita terputus tali rezeki dan bersiap kematian dengan penyakit hati fisik menggerogoti diri,2026-02-03 17:54:26.426638,Sadness,5
4ea7c5fc,952,"Alhamdulillah bunda Seandainya aq deket sm bunda mungkin kita bisa berbagi Suka maupun duka,,",alhamdulillah bunda seandainya aq deket sama bunda mungkin kita bisa berbagi suka maupun duka,2026-02-03 18:09:54.426638,Sadness,5
e9085a2e,62,"semenjak bisa belanja online, beliau suka beli barang yang sebenernya nggak dibutuhin banget, ujung ujungnya disimpe di sembarang tempat terus ibu ngedumel karna jengkel",semenjak bisa belanja online beliau suka beli barang yang sebenernya tidak dibutuhin banget ujung ujungnya disimpe di sembarang tempat terus ibu ngedumel karena jengkel,2026-02-03 18:12:57.426638,Anger,0
f3a598fb,521,"[USERNAME] "" kok ga ada tempat dulu lagi sih "" Yauda kamu duduk di pangkuan aku aja "" ah aku malu. Ini kan tempat rame "" Uda gapapa kok / tarik tangannya / uda gini aja dari pada kamu diri diri kan "" ihh kok kamu ngeselin:( "" Yang penting aku sayang",kok tidak ada tempat dulu lagi sih yauda kamu duduk di pangkuan aku saja ah aku malu ini kan tempat rame uda gapapa kok tarik tangannya uda gini saja dari pada kamu diri diri kan ihh kok kamu ngeselin yang penting aku sayang,2026-02-03 18:13:56.426638,Love,3
742ea1e6,307,"kaa jee, aku suka banget sama aduhh itu au terbarunya, susah judul wkwk, ya itu pokoknya. ga papa angst, yg penting ” hihihihihihihihihihi maaci anon!! amen! hehe gak streaming mungkin nunggu di tl aja wkwk",kaa jee aku suka banget sama aduhh itu au terbarunya susah judul  ya itu pokoknya tidak papa angst yang penting hihihihihihihihihihi maaci anon amen  tidak streaming mungkin nunggu di tl saja ,2026-02-03 18:56:37.426638,Love,3
f211d8bd,412,beberapa hari yang lalu foto aku di posting salah satu akun Instagram milik bisnis transportasi kapal laut tanpa izin dan tidak mencantumkan si pemilik karya,beberapa hari yang lalu foto aku di posting salah satu akun instagram milik bisnis transportasi kapal laut tanpa izin dan tidak mencantumkan si pemilik karya,2026-02-03 19:13:12.426638,Anger,0
5e5feb0e,407,Kalo sengsara gegara ga bisa nyolong jgn curhat Mulu ... Ngenes,kalo sengsara gegara tidak bisa nyolong jgn curhat mulu ngenes,2026-02-03 19:23:10.426638,Sadness,5
e912f75e,331,Bukti n fakta klo pejabat2 INA ndk disegani olh mrk... miris malu tngkt international,bukti n fakta klo pejabat ina ndk disegani olh mrk miris malu tngkt international,2026-02-03 19:23:11.426638,Sadness,5
f0981acd,723,"Mengapa hidup ini ada yang mengatakan kejam? Mungkin dia menganggap hidup ini sebagai pertarungan juga arena persaingan. Kalau dia berfikir layaknya petani, maka hidup ya seperti bercocok tanam, ia akan merasa diantara harapan & ketakutan.",mengapa hidup ini ada yang mengatakan kejam mungkin dia menganggap hidup ini sebagai pertarungan juga arena persaingan kalau dia berfikir layaknya petani maka hidup ya seperti bercocok tanam ia akan merasa diantara harapan ketakutan,2026-02-03 19:29:41.426638,Fear,1
c504d207,910,"Me: gila ya org2 itu, tetiba hujan deras di lapangan semua penonton ambil jaket dan buka payung tapi tetep fokus ntn Teman: lbh gila mana? Rela terbang jkt-paris demi ntn tennis? Me dlm hati: iya jg ya",me gila ya org itu tetiba hujan deras di lapangan semua penonton ambil jaket dan buka payung tapi tetep fokus ntn teman lbh gila mana rela terbang jktparis demi ntn tennis me dlm hati iya juga ya,2026-02-03 19:48:47.426638,Sadness,5
3d6eb8ac,251,"Gub sebelum [USERNAME] jauh lebih kaco dan tdk manusiawi, mknya pantes dpt pengharhaan 3 tahun di Penjara. itu bukti ,! [USERNAME] [URL]",gub sebelum jauh lebih kaco dan tdk manusiawi mknya pantes dpt pengharhaan tahun di penjara itu bukti,2026-02-03 19:51:01.426638,Anger,0
ad62d628,212,"memang tida tau malu manusia satu ini:"")) mau marah tapi gk bisa",memang tida tau malu manusia satu ini mau marah tapi tidak bisa,2026-02-03 20:06:43.426638,Sadness,5
4c02aba0,83,Capek nonton Game of Thrones.. capek ngecilin volume pas ada scene ho oh-nya,lelah nonton game of thrones lelah ngecilin volume pas ada scene ho ohnya,2026-02-03 20:23:42.426638,Sadness,5
e0dd0ff7,937,"Pas Sma kalo pelajaran berikutnya bindo, ngibrit ke kelas bindo, cepet2an ngambil kursi paling belakang  gurunya serem wkwk [URL]",pas sma kalo pelajaran berikutnya bindo ngibrit ke kelas bindo cepetan ngambil kursi paling belakang gurunya serem ,2026-02-03 20:27:23.426638,Fear,1
34918ee9,317,"suka, banget. apalagi pas naik motor sendiri udah kaya me time",suka banget apalagi pas naik motor sendiri sudah kaya me time,2026-02-03 20:32:07.426638,Love,3
cc161063,751,"krystal suka banget ama masakan tradisional nya mexico, yaitu burrito",krystal suka banget ama masakan tradisional nya mexico yaitu burrito,2026-02-03 20:33:14.426638,Love,3
9a42b0ee,636,",, congrats,keren nih pak mentri bumn erick thohir semangat pak,",congratskeren nih pak mentri bumn erick thohir semangat pak,2026-02-03 20:33:46.426638,Joy,2
67a9864b,294,dijalan sepi banget ni yang kerja tempat ku tok po,dijalan sepi banget ni yang kerja tempat ku saja po,2026-02-03 20:34:39.426638,Neutral,4
d04af1cf,366,"10.memandang ke tempat sujud ""apabila shalat,rasulullah biasa menundukkan kepala mengarahkan pandangannya ke tanah.""(hakim)",memandang ke tempat sujud apabila shalatrasulullah biasa menundukkan kepala mengarahkan pandangannya ke tanahhakim,2026-02-03 20:41:28.426638,Neutral,4
fafdae6e,681,"kl gabisa ngurus anak gausah punya anak sih ya Allah kasian bgt gue gak tega anak disiksa kayak gitu. gue kl udah punya anak nanti bakalan gue sayang banget :) kenapasih harus melakukan kekerasan padahal anak kan titipan Allah, harus dijaga. kl salah ya dikasih tau baik baik.",kl gabisa ngurus anak gausah punya anak sih ya allah kasian banget saya tidak tega anak disiksa seperti gitu saya kl sudah punya anak nanti bakalan saya sayang banget kenapasih harus melakukan kekerasan padahal anak kan titipan allah harus dijaga kl salah ya dikasih tau baik baik,2026-02-03 20:47:07.426638,Sadness,5
9e1a0165,889,my! hari ini seneng banget huhu. dapet kabar baik dari jimin say alhamdulillah buat muslim armys terus nanti stay alive mau rilis jangan lupa kita punya goals juga ya. harus semangat pokonyaa,my hari ini senang banget huhu dapet kabar baik dari jimin say alhamdulillah untuk muslim armys terus nanti stay alive mau rilis jangan lupa kita punya goals juga ya harus semangat pokonyaa,2026-02-03 20:52:46.426638,Joy,2
aa5e408b,171,"tentang muhasabah. mau sebegimanapun amalan kita dalam satu hari kesimpulan muhasabahnya harus sama yakni ""amalan kita masih terlalu sedikit dan dosa kita masih terlalu banyak""",tentang muhasabah mau sebegimanapun amalan kita dalam satu hari kesimpulan muhasabahnya harus sama yakni amalan kita masih terlalu sedikit dan dosa kita masih terlalu banyak,2026-02-03 20:55:13.426638,Sadness,5
1b204242,799,[USERNAME] Yaudah lu ignore mba via vallen aja karena yang aneh itu elu. Bikin perempuan lain gak berani speak up ama apa yang mereka rasain. Sama2 mens tiap bulan tapi nggak punya empati sm sekali.,yaudah kamu ignore mba via vallen saja karena yang aneh itu elu bikin perempuan lain tidak berani speak up ama apa yang mereka rasain sama mens tiap bulan tapi tidak punya empati sama sekali,2026-02-03 21:25:12.426638,Anger,0
2eeb187f,267,"Kepastian libur krn ikut tanggalan Bank Indonesia. Jd kalo BI libur, yaa ikut libur. Kalo dipaksain masuk nanti bingung sendiri kerjanya gimana",kepastian libur karena ikut tanggalan bank indonesia jd kalo bi libur yaa ikut libur kalo dipaksain masuk nanti bingung sendiri kerjanya bagaimana,2026-02-03 21:41:15.426638,Fear,1
b3ae9c6d,745,Ya di terapin aja banyakan teori Luh... Bilang aja lu alergi dan anti sama syariat Islam benci sama hukum Allah,ya di terapin saja banyakan teori luh bilang saja kamu alergi dan anti sama syariat islam benci sama hukum allah,2026-02-03 21:54:21.426638,Anger,0
a9501a01,462,"Hijab adalah tanda bukti kasih sayang Allah SWT kepada wanita. Allah SWT menciptakan wanita dengan keindahan yang sangat sempurna. Semua tergantung kepada kita sebagai wanita, mahu menjaga keindahan yang Allah beri atau menghancurkan keindahannya. [URL]",hijab adalah tanda bukti kasih sayang allah swt kepada wanita allah swt menciptakan wanita dengan keindahan yang sangat sempurna semua tergantung kepada kita sebagai wanita mahu menjaga keindahan yang allah beri atau menghancurkan keindahannya,2026-02-03 22:03:22.426638,Love,3
a4539985,416,"braw! ngeri bgt tiap hari ambulance lewat terus, stay safe guys kurangin nongkinyaa",braw ngeri banget tiap hari ambulance lewat terus stay safe guys kurangin nongkinyaa,2026-02-03 22:18:41.426638,Fear,1
66ff7e3e,115,Ada yg bisa memberi klarifikasi? Dimana 12 mesjid yg digusur? [USERNAME] [USERNAME] [USERNAME] @105kissfmmedan [URL],ada yang bisa memberi klarifikasi dimana mesjid yang digusur,2026-02-03 22:29:31.426638,Anger,0
a22b6c8e,376,"ya allah sampe ke bawa mimpi ceritanya di gedor sama salah satu host, terus salah bales dm eh ga jadi menang. sedih sedih bangun2 langsung nyesek karna mimpi",ya allah sampe ke bawa mimpi ceritanya di gedor sama salah satu host terus salah bales dm eh tidak jadi menang sedih sedih bangun langsung nyesek karena mimpi,2026-02-03 22:37:52.426638,Sadness,5
65a613bd,495,"Ini ya [USERNAME] [USERNAME] kalian lucu ya masak pas sy orderada lho stoknya kok bisa2nya skrg bilang ga ada stok..Loreal pun responnya lambat bgt.. sy tanya dr tgl 31 dan bru drespon hari ini itupu krn sy tanya lagi,, gmn sih kalian ga profesional bgt!!!",ini ya kalian lucu ya masak pas sy orderada lho stoknya kok bisanya sekarang bilang tidak ada stokloreal pun responnya lambat banget sy tanya dr tgl dan bru drespon hari ini itupu karena sy tanya lagi bagaimana sih kalian tidak profesional banget,2026-02-03 22:38:43.426638,Anger,0
b3d6ac83,885,suka ksl sama bt banget dehh dia suka marah klo aku ga ngabarin dia dlu klo mau pergi tpii dia sendiri klo mau pergi ngabarinnya pass udh di tempat ks gaksi,suka ksl sama bosan banget dehh dia suka marah klo aku tidak ngabarin dia dlu klo mau pergi tpii dia sendiri klo mau pergi ngabarinnya pass sudah di tempat ks gaksi,2026-02-03 23:28:29.426638,Anger,0
bba93a56,456,"oh kirain alergi gitu, sukaa banget sih soalnya enak tapi tergantung yang jual ya kadang suka amis.",oh kirain alergi gitu sukaa banget sih karena enak tapi tergantung yang jual ya kadang suka amis,2026-02-03 23:32:18.426638,Neutral,4
af2aefde,113,"Hatiku? Ketawa tapi rada sakit. Gimana ya lucu aja bilang mau komitmen, udah malas pacaran tapi nyatanya jadian sm cewe lain dong seminggu kemudian. Hahahaha kecewa parah.",hatiku ketawa tapi rada sakit bagaimana ya lucu saja bilang mau komitmen sudah malas pacaran tapi nyatanya jadian sama cewe lain dong seminggu kemudian hahahaha kecewa buruk,2026-02-03 23:35:23.426638,Sadness,5
71e91607,70,"kami pemuda/i Indonesia BANGGA, Bahwa Indonesia mempunyai pemimpin2 hebat TAK SEKEDAR KATA TAPI TERLALU BANYAK TINDAKAN. Doa kami rakyat Indonesia semoga selalu jujur n bijaksana [USERNAME] [USERNAME] [USERNAME] [USERNAME] [USERNAME] [USERNAME] [USERNAME]",kami pemudai indonesia bangga bahwa indonesia mempunyai pemimpin hebat tidak sekedar kata tapi terlalu banyak tindakan doa kami rakyat indonesia semoga selalu jujur n bijaksana,2026-02-03 23:42:26.426638,Joy,2
d9e695fe,647,"Matur nuwun pak Heru Sudjatmoko atas pengabdian dan pelayanan panjenengan terhadap Jawa Tengah. Semoga selalu diberikan kesehatan, umur panjang dan sukses selalu kagem panjenengan. #tegaklurus #satukomando [URL]",matur nuwun pak heru sudjatmoko atas pengabdian dan pelayanan panjenengan terhadap jawa tengah semoga selalu diberikan kesehatan umur panjang dan sukses selalu kagem panjenengan tegaklurus satukomando,2026-02-04 00:01:42.426638,Joy,2
52104c30,179,"[USERNAME] mlm pak td di sekitaran flyover tanjung barat arah ragunan ad segerombolan anak muda sepertinya mau SOTR pak, mohon di tindak pak terimakasih",mlm pak td di sekitaran flyover tanjung barat arah ragunan ad segerombolan anak muda sepertinya mau sotr pak mohon di tindak pak terimakasih,2026-02-04 00:04:19.426638,Fear,1
1f39d61b,241,"halo halo, kiel! ya ampun ternyata kamu pacarnya glo ya?? ih tau ga sih, kita sama banget, pasti sketch yang belum jadi numpuk malah buat sketch baru. salam kenal juga ya, ayo kita jadi teman baik, kiel suka yupi engga btw? random banget ya ahah",halo halo kiel ya ampun ternyata kamu pacarnya glo ya ih tau tidak sih kita sama banget pasti sketch yang belum jadi numpuk malah untuk sketch baru salam kenal juga ya ayo kita jadi teman baik kiel suka yupi tidak btw random banget ya ahah,2026-02-04 00:16:24.426638,Love,3
4f538b6c,708,"Tulisan yg sangat memalukan (lagi). .1. Kewajiban manusia adalah melindungi sesama manusi.  Siapapun dia.  .2. Respect is earned not given or even forced.  .Tanpa diminta atau dipaksa,  anda akan dihormati orang lain juka memang anda pantas dihormati. [URL]",tulisan yang sangat memalukan lagi kewajiban manusia adalah melindungi sesama manusi siapapun dia respect is earned not given or even forced tanpa diminta atau dipaksa anda akan dihormati orang lain juka memang anda pantas dihormati,2026-02-04 00:27:40.426638,Anger,0
d86e7d28,517,guys yuk mumpung masih sepi join 21k di pinned ku dulu ya,guys yuk mumpung masih sepi join k di pinned ku dulu ya,2026-02-04 00:37:25.426638,Neutral,4
82854296,697,"Takut semester ini gak bakalan maksimal. Belajar yang seharusnya 2 semester satu tahun jadi cuma 6 bulan. Pulang sore berangkat pagi, pkl 6 bulan. Alamat setres dadakan.",takut semester ini tidak bakalan maksimal belajar yang seharusnya semester satu tahun jadi cuma bulan pulang sore berangkat pagi pkl bulan alamat setres dadakan,2026-02-04 00:44:32.426638,Fear,1
7c3701af,82,Dear [USERNAME] mengenai kejadian ini saya mohon KAI untuk mengambil tindakan tegas .. saya selalu menggunakan jasa KA hampir tiap bulan Gambir Semarang - semarang Gambir memohin dengan sangat sebaiknya bapak2 ini menunggu dibawah dan ijin kan penumpang yg turun dulu .. 1 [URL],dear mengenai kejadian ini saya mohon kai untuk mengambil tindakan tegas saya selalu menggunakan jasa ka hampir tiap bulan gambir semarang semarang gambir memohin dengan sangat sebaiknya bapak ini menunggu dibawah dan ijin kan penumpang yang turun dulu,2026-02-04 01:28:40.426638,Anger,0
69dfd29e,810,"Eh asli ya gue udh nonton emang serem bgt sih aslinya tuh dia gamau ngebunuh org, dia cuman lagi jatuh cinta aja tapi sampe akhir dia gatau kalo ketidaktahuannya dia itu berubah jadi malapetaka. HOROR WOY",eh asli ya saya sudah nonton memang serem banget sih aslinya tuh dia gamau ngebunuh org dia cuman lagi jatuh cinta saja tapi sampe akhir dia gatau kalo ketidaktahuannya dia itu berubah jadi malapetaka horor woy,2026-02-04 01:53:31.426638,Fear,1
439c6dec,255,aku suka banget kalo kamu foto pake kamera t______t mau nangis ily banget,aku suka banget kalo kamu foto pake kamera tt mau menangis ily banget,2026-02-04 02:06:13.426638,Love,3
